Match_ID,Match_Date,Pitch_Type,Phase,Over,Ball,Bowler,Batter_Avg,Batter_SR,Runs_Conceded,Is_Wicket,prevRuns,prevOver,prevBall,prevIsDot_raw,prevIsDot
14311,2022-07-02,Batting,Death,17,1,Bowler A,35.38,171.84,1,0,0.0,16.0,6.0,1,0
14311,2022-07-02,Batting,Death,17,2,Bowler A,55.92,149.29,0,0,1.0,17.0,1.0,0,0
14311,2022-07-02,Batting,Death,17,3,Bowler A,33.48,171.2,1,0,0.0,17.0,2.0,1,1
14311,2022-07-02,Batting,Death,17,4,Bowler A,33.16,128.04,1,0,1.0,17.0,3.0,0,0
14311,2022-07-02,Batting,Death,17,5,Bowler A,51.71,131.97,1,0,1.0,17.0,4.0,0,0
14311,2022-07-02,Batting,Death,17,6,Bowler A,36.01,159.39,4,0,1.0,17.0,5.0,0,0
14861,2023-11-02,Bowling,Death,19,1,Bowler B,29.54,165.31,0,0,0.0,3.0,6.0,1,0
14861,2023-11-02,Bowling,Death,19,1,Bowler B,31.98,155.04,0,1,0.0,19.0,1.0,1,1
14861,2023-11-02,Bowling,Death,19,2,Bowler B,43.43,155.87,4,0,0.0,19.0,1.0,1,1
14861,2023-11-02,Bowling,Death,19,2,Bowler B,8.58,167.08,0,1,4.0,19.0,2.0,0,0
14861,2023-11-02,Bowling,Death,19,3,Bowler B,41.92,144.21,0,0,0.0,19.0,2.0,1,1
14861,2023-11-02,Bowling,Death,19,3,Bowler B,22.3,137.21,4,0,0.0,19.0,3.0,1,1
14861,2023-11-02,Bowling,Death,19,4,Bowler B,23.82,153.81,1,0,4.0,19.0,3.0,0,0
14861,2023-11-02,Bowling,Death,19,4,Bowler B,31.46,136.48,0,1,1.0,19.0,4.0,0,0
14861,2023-11-02,Bowling,Death,19,5,Bowler B,25.48,118.01,0,0,0.0,19.0,4.0,1,1
14861,2023-11-02,Bowling,Death,19,5,Bowler B,43.42,191.37,0,1,0.0,19.0,5.0,1,1
14861,2023-11-02,Bowling,Death,19,6,Bowler B,36.99,159.35,1,0,0.0,19.0,5.0,1,1
14861,2023-11-02,Bowling,Death,19,6,Bowler B,49.91,140.46,2,0,1.0,19.0,6.0,0,0
15313,2022-10-14,Batting,Death,17,1,Bowler A,11.62,122.67,0,0,1.0,3.0,6.0,0,0
15313,2022-10-14,Batting,Death,17,2,Bowler A,33.03,168.98,1,0,0.0,17.0,1.0,1,1
15313,2022-10-14,Batting,Death,17,3,Bowler A,36.87,128.9,1,0,1.0,17.0,2.0,0,0
15313,2022-10-14,Batting,Death,17,4,Bowler A,41.54,167.34,2,0,1.0,17.0,3.0,0,0
15313,2022-10-14,Batting,Death,17,5,Bowler A,45.83,138.67,0,0,2.0,17.0,4.0,0,0
15313,2022-10-14,Batting,Death,17,6,Bowler A,30.4,130.95,0,0,0.0,17.0,5.0,1,1
15313,2022-10-14,Batting,Death,18,1,Bowler A,41.36,139.79,6,0,0.0,17.0,6.0,1,0
15313,2022-10-14,Batting,Death,18,2,Bowler A,24.21,132.1,0,0,6.0,18.0,1.0,0,0
15313,2022-10-14,Batting,Death,18,3,Bowler A,33.42,149.48,4,0,0.0,18.0,2.0,1,1
15313,2022-10-14,Batting,Death,18,4,Bowler A,28.09,170.9,0,0,4.0,18.0,3.0,0,0
15313,2022-10-14,Batting,Death,18,5,Bowler A,25.29,178.25,1,0,0.0,18.0,4.0,1,1
15313,2022-10-14,Batting,Death,18,6,Bowler A,59.29,176.01,3,0,1.0,18.0,5.0,0,0
15812,2023-01-01,Batting,Death,17,1,Bowler A,41.49,166.22,0,0,6.0,4.0,6.0,0,0
15812,2023-01-01,Batting,Death,17,2,Bowler A,20.0,134.42,0,0,0.0,17.0,1.0,1,1
15812,2023-01-01,Batting,Death,17,3,Bowler A,47.12,140.14,1,0,0.0,17.0,2.0,1,1
15812,2023-01-01,Batting,Death,17,4,Bowler A,33.0,154.64,6,0,1.0,17.0,3.0,0,0
15812,2023-01-01,Batting,Death,17,5,Bowler A,28.24,128.11,3,0,6.0,17.0,4.0,0,0
15812,2023-01-01,Batting,Death,17,6,Bowler A,50.59,119.39,1,0,3.0,17.0,5.0,0,0
15812,2023-01-01,Batting,Death,18,1,Bowler A,26.59,165.0,0,0,1.0,17.0,6.0,0,0
15812,2023-01-01,Batting,Death,18,2,Bowler A,32.57,112.2,0,0,0.0,18.0,1.0,1,1
15812,2023-01-01,Batting,Death,18,3,Bowler A,23.42,116.37,0,0,0.0,18.0,2.0,1,1
15812,2023-01-01,Batting,Death,18,4,Bowler A,44.58,154.15,0,0,0.0,18.0,3.0,1,1
15812,2023-01-01,Batting,Death,18,5,Bowler A,51.84,170.0,1,0,0.0,18.0,4.0,1,1
15812,2023-01-01,Batting,Death,18,6,Bowler A,27.65,183.12,1,0,1.0,18.0,5.0,0,0
16473,2022-12-05,Neutral,Death,18,1,Bowler B,19.74,199.42,0,1,0.0,5.0,6.0,1,0
16473,2022-12-05,Neutral,Death,18,2,Bowler B,54.54,163.81,2,0,0.0,18.0,1.0,1,1
16473,2022-12-05,Neutral,Death,18,3,Bowler B,48.68,115.84,0,0,2.0,18.0,2.0,0,0
16473,2022-12-05,Neutral,Death,18,4,Bowler B,27.21,137.45,0,0,0.0,18.0,3.0,1,1
16473,2022-12-05,Neutral,Death,18,5,Bowler B,58.88,178.87,2,0,0.0,18.0,4.0,1,1
16473,2022-12-05,Neutral,Death,18,6,Bowler B,43.45,124.3,0,0,2.0,18.0,5.0,0,0
16473,2022-12-05,Neutral,Death,19,1,Bowler B,50.72,152.18,0,0,0.0,18.0,6.0,1,0
16473,2022-12-05,Neutral,Death,19,2,Bowler B,43.1,165.73,0,0,0.0,19.0,1.0,1,1
16473,2022-12-05,Neutral,Death,19,3,Bowler B,39.96,140.56,6,0,0.0,19.0,2.0,1,1
16473,2022-12-05,Neutral,Death,19,4,Bowler B,28.89,142.23,1,0,6.0,19.0,3.0,0,0
16473,2022-12-05,Neutral,Death,19,5,Bowler B,51.45,134.67,6,0,1.0,19.0,4.0,0,0
16473,2022-12-05,Neutral,Death,19,6,Bowler B,28.76,166.89,6,0,6.0,19.0,5.0,0,0
16523,2023-10-20,Bowling,Death,16,1,Bowler A,36.7,169.11,1,0,0.0,6.0,6.0,1,0
16523,2023-10-20,Bowling,Death,16,2,Bowler A,28.46,150.55,0,0,1.0,16.0,1.0,0,0
16523,2023-10-20,Bowling,Death,16,3,Bowler A,15.34,148.34,0,0,0.0,16.0,2.0,1,1
16523,2023-10-20,Bowling,Death,16,4,Bowler A,14.64,150.95,0,0,0.0,16.0,3.0,1,1
16523,2023-10-20,Bowling,Death,16,5,Bowler A,24.0,147.84,6,0,0.0,16.0,4.0,1,1
16523,2023-10-20,Bowling,Death,16,6,Bowler A,39.04,164.32,0,0,6.0,16.0,5.0,0,0
16523,2023-10-20,Bowling,Death,18,1,Bowler A,17.79,131.68,2,0,0.0,16.0,6.0,1,0
16523,2023-10-20,Bowling,Death,18,2,Bowler A,27.37,170.73,3,0,2.0,18.0,1.0,0,0
16523,2023-10-20,Bowling,Death,18,3,Bowler A,30.34,114.24,2,0,3.0,18.0,2.0,0,0
16523,2023-10-20,Bowling,Death,18,4,Bowler A,41.81,126.93,1,0,2.0,18.0,3.0,0,0
16523,2023-10-20,Bowling,Death,18,5,Bowler A,39.22,181.14,0,0,1.0,18.0,4.0,0,0
16523,2023-10-20,Bowling,Death,18,6,Bowler A,14.37,143.65,1,0,0.0,18.0,5.0,1,1
16846,2023-02-21,Batting,Death,17,1,Bowler B,29.47,153.04,6,0,1.0,5.0,6.0,0,0
16846,2023-02-21,Batting,Death,17,2,Bowler B,54.15,146.47,0,0,6.0,17.0,1.0,0,0
16846,2023-02-21,Batting,Death,17,3,Bowler B,16.22,156.47,1,0,0.0,17.0,2.0,1,1
16846,2023-02-21,Batting,Death,17,4,Bowler B,22.87,89.8,6,0,1.0,17.0,3.0,0,0
16846,2023-02-21,Batting,Death,17,5,Bowler B,14.23,134.33,0,1,6.0,17.0,4.0,0,0
16846,2023-02-21,Batting,Death,17,6,Bowler B,25.16,201.19,4,0,0.0,17.0,5.0,1,1
16846,2023-02-21,Batting,Death,20,1,Bowler B,41.79,117.94,2,0,4.0,17.0,6.0,0,0
16846,2023-02-21,Batting,Death,20,2,Bowler B,52.05,158.7,1,0,2.0,20.0,1.0,0,0
16846,2023-02-21,Batting,Death,20,3,Bowler B,43.57,141.21,0,0,1.0,20.0,2.0,0,0
16846,2023-02-21,Batting,Death,20,4,Bowler B,35.94,120.54,6,0,0.0,20.0,3.0,1,1
16846,2023-02-21,Batting,Death,20,5,Bowler B,32.97,147.67,4,0,6.0,20.0,4.0,0,0
16846,2023-02-21,Batting,Death,20,6,Bowler B,39.83,174.94,0,0,4.0,20.0,5.0,0,0
16910,2023-02-02,Neutral,Death,19,1,Bowler A,49.05,177.85,1,0,0.0,2.0,6.0,1,0
16910,2023-02-02,Neutral,Death,19,1,Bowler A,34.81,116.53,0,0,1.0,19.0,1.0,0,0
16910,2023-02-02,Neutral,Death,19,2,Bowler A,35.6,199.26,0,0,0.0,19.0,1.0,1,1
16910,2023-02-02,Neutral,Death,19,2,Bowler A,25.09,138.67,0,0,0.0,19.0,2.0,1,1
16910,2023-02-02,Neutral,Death,19,3,Bowler A,52.07,167.47,0,0,0.0,19.0,2.0,1,1
16910,2023-02-02,Neutral,Death,19,3,Bowler A,39.78,144.82,0,0,0.0,19.0,3.0,1,1
16910,2023-02-02,Neutral,Death,19,4,Bowler A,19.49,151.37,2,0,0.0,19.0,3.0,1,1
16910,2023-02-02,Neutral,Death,19,4,Bowler A,34.65,126.63,0,1,2.0,19.0,4.0,0,0
16910,2023-02-02,Neutral,Death,19,5,Bowler A,40.36,131.71,1,0,0.0,19.0,4.0,1,1
16910,2023-02-02,Neutral,Death,19,5,Bowler A,42.67,127.0,2,0,1.0,19.0,5.0,0,0
16910,2023-02-02,Neutral,Death,19,6,Bowler A,27.17,143.56,6,0,2.0,19.0,5.0,0,0
16910,2023-02-02,Neutral,Death,19,6,Bowler A,42.91,131.81,1,0,6.0,19.0,6.0,0,0
17239,2023-07-05,Neutral,Death,16,1,Bowler A,38.67,131.2,0,0,0.0,6.0,6.0,1,0
17239,2023-07-05,Neutral,Death,16,2,Bowler A,42.47,144.19,1,0,0.0,16.0,1.0,1,1
17239,2023-07-05,Neutral,Death,16,3,Bowler A,25.14,160.08,0,0,1.0,16.0,2.0,0,0
17239,2023-07-05,Neutral,Death,16,4,Bowler A,26.85,138.82,0,0,0.0,16.0,3.0,1,1
17239,2023-07-05,Neutral,Death,16,5,Bowler A,33.93,129.3,0,0,0.0,16.0,4.0,1,1
17239,2023-07-05,Neutral,Death,16,6,Bowler A,35.57,104.34,2,0,0.0,16.0,5.0,1,1
17239,2023-07-05,Neutral,Death,18,1,Bowler A,28.0,154.28,4,0,2.0,16.0,6.0,0,0
17239,2023-07-05,Neutral,Death,18,2,Bowler A,43.51,137.59,2,0,4.0,18.0,1.0,0,0
17239,2023-07-05,Neutral,Death,18,3,Bowler A,29.69,138.48,1,0,2.0,18.0,2.0,0,0
17239,2023-07-05,Neutral,Death,18,4,Bowler A,58.74,143.79,1,0,1.0,18.0,3.0,0,0
17239,2023-07-05,Neutral,Death,18,5,Bowler A,51.45,145.02,0,0,1.0,18.0,4.0,0,0
17239,2023-07-05,Neutral,Death,18,6,Bowler A,43.51,130.24,4,0,0.0,18.0,5.0,1,1
17491,2022-07-11,Bowling,Death,18,1,Bowler A,37.7,145.4,2,0,0.0,6.0,6.0,1,0
17491,2022-07-11,Bowling,Death,18,2,Bowler A,40.7,158.95,2,0,2.0,18.0,1.0,0,0
17491,2022-07-11,Bowling,Death,18,3,Bowler A,25.56,156.46,0,0,2.0,18.0,2.0,0,0
17491,2022-07-11,Bowling,Death,18,4,Bowler A,36.97,164.18,2,0,0.0,18.0,3.0,1,1
17491,2022-07-11,Bowling,Death,18,5,Bowler A,24.69,149.0,0,0,2.0,18.0,4.0,0,0
17491,2022-07-11,Bowling,Death,18,6,Bowler A,28.24,186.02,0,0,0.0,18.0,5.0,1,1
17491,2022-07-11,Bowling,Death,19,1,Bowler A,27.59,149.71,1,0,0.0,18.0,6.0,1,0
17491,2022-07-11,Bowling,Death,19,2,Bowler A,43.41,136.95,0,0,1.0,19.0,1.0,0,0
17491,2022-07-11,Bowling,Death,19,3,Bowler A,32.23,149.49,0,0,0.0,19.0,2.0,1,1
17491,2022-07-11,Bowling,Death,19,4,Bowler A,30.48,101.52,1,0,0.0,19.0,3.0,1,1
17491,2022-07-11,Bowling,Death,19,5,Bowler A,45.24,128.13,4,0,1.0,19.0,4.0,0,0
17491,2022-07-11,Bowling,Death,19,6,Bowler A,25.33,149.05,0,0,4.0,19.0,5.0,0,0
18611,2023-07-15,Bowling,Death,16,1,Bowler B,37.57,175.73,1,0,1.0,3.0,6.0,0,0
18611,2023-07-15,Bowling,Death,16,2,Bowler B,39.2,153.68,2,0,1.0,16.0,1.0,0,0
18611,2023-07-15,Bowling,Death,16,3,Bowler B,33.94,141.99,4,0,2.0,16.0,2.0,0,0
18611,2023-07-15,Bowling,Death,16,4,Bowler B,33.81,158.42,6,0,4.0,16.0,3.0,0,0
18611,2023-07-15,Bowling,Death,16,5,Bowler B,30.43,167.97,2,0,6.0,16.0,4.0,0,0
18611,2023-07-15,Bowling,Death,16,6,Bowler B,55.33,159.72,3,0,2.0,16.0,5.0,0,0
18611,2023-07-15,Bowling,Death,19,1,Bowler B,44.71,147.04,4,0,3.0,16.0,6.0,0,0
18611,2023-07-15,Bowling,Death,19,2,Bowler B,32.85,179.35,0,0,4.0,19.0,1.0,0,0
18611,2023-07-15,Bowling,Death,19,3,Bowler B,44.52,149.63,0,0,0.0,19.0,2.0,1,1
18611,2023-07-15,Bowling,Death,19,4,Bowler B,44.99,173.66,6,0,0.0,19.0,3.0,1,1
18611,2023-07-15,Bowling,Death,19,5,Bowler B,29.19,182.85,6,0,6.0,19.0,4.0,0,0
18611,2023-07-15,Bowling,Death,19,6,Bowler B,45.26,164.85,4,0,6.0,19.0,5.0,0,0
19223,2022-08-05,Bowling,Death,18,1,Bowler B,32.22,153.05,6,0,0.0,5.0,6.0,1,0
19223,2022-08-05,Bowling,Death,18,2,Bowler B,54.63,136.17,0,1,6.0,18.0,1.0,0,0
19223,2022-08-05,Bowling,Death,18,3,Bowler B,34.58,131.16,0,0,0.0,18.0,2.0,1,1
19223,2022-08-05,Bowling,Death,18,4,Bowler B,18.24,149.94,0,1,0.0,18.0,3.0,1,1
19223,2022-08-05,Bowling,Death,18,5,Bowler B,51.64,124.76,0,1,0.0,18.0,4.0,1,1
19223,2022-08-05,Bowling,Death,18,6,Bowler B,35.03,157.28,4,0,0.0,18.0,5.0,1,1
19223,2022-08-05,Bowling,Death,20,1,Bowler B,28.57,153.22,1,0,4.0,18.0,6.0,0,0
19223,2022-08-05,Bowling,Death,20,2,Bowler B,24.74,145.9,1,0,1.0,20.0,1.0,0,0
19223,2022-08-05,Bowling,Death,20,3,Bowler B,53.9,166.81,1,0,1.0,20.0,2.0,0,0
19223,2022-08-05,Bowling,Death,20,4,Bowler B,33.07,153.03,0,0,1.0,20.0,3.0,0,0
19223,2022-08-05,Bowling,Death,20,5,Bowler B,35.47,138.07,0,1,0.0,20.0,4.0,1,1
19223,2022-08-05,Bowling,Death,20,6,Bowler B,38.42,131.8,4,0,0.0,20.0,5.0,1,1
19921,2022-05-24,Batting,Death,18,1,Bowler A,48.74,137.47,0,0,3.0,5.0,6.0,0,0
19921,2022-05-24,Batting,Death,18,2,Bowler A,44.52,196.98,0,0,0.0,18.0,1.0,1,1
19921,2022-05-24,Batting,Death,18,3,Bowler A,33.06,142.07,4,0,0.0,18.0,2.0,1,1
19921,2022-05-24,Batting,Death,18,4,Bowler A,39.54,134.81,0,1,4.0,18.0,3.0,0,0
19921,2022-05-24,Batting,Death,18,5,Bowler A,28.32,165.09,6,0,0.0,18.0,4.0,1,1
19921,2022-05-24,Batting,Death,18,6,Bowler A,34.3,132.03,4,0,6.0,18.0,5.0,0,0
19921,2022-05-24,Batting,Death,19,1,Bowler A,25.7,151.45,4,0,4.0,18.0,6.0,0,0
19921,2022-05-24,Batting,Death,19,2,Bowler A,33.24,153.93,4,0,4.0,19.0,1.0,0,0
19921,2022-05-24,Batting,Death,19,3,Bowler A,36.35,170.67,2,0,4.0,19.0,2.0,0,0
19921,2022-05-24,Batting,Death,19,4,Bowler A,20.26,134.09,2,0,2.0,19.0,3.0,0,0
19921,2022-05-24,Batting,Death,19,5,Bowler A,38.84,168.03,1,0,2.0,19.0,4.0,0,0
19921,2022-05-24,Batting,Death,19,6,Bowler A,28.83,148.51,1,0,1.0,19.0,5.0,0,0
19963,2023-04-30,Batting,Death,16,1,Bowler B,32.06,154.01,6,0,4.0,6.0,6.0,0,0
19963,2023-04-30,Batting,Death,16,2,Bowler B,45.33,123.8,1,0,6.0,16.0,1.0,0,0
19963,2023-04-30,Batting,Death,16,3,Bowler B,49.19,123.91,6,0,1.0,16.0,2.0,0,0
19963,2023-04-30,Batting,Death,16,4,Bowler B,47.32,158.75,1,0,6.0,16.0,3.0,0,0
19963,2023-04-30,Batting,Death,16,5,Bowler B,45.95,148.33,1,0,1.0,16.0,4.0,0,0
19963,2023-04-30,Batting,Death,16,6,Bowler B,31.08,150.57,0,0,1.0,16.0,5.0,0,0
19963,2023-04-30,Batting,Death,17,1,Bowler B,48.58,167.73,2,0,0.0,16.0,6.0,1,0
19963,2023-04-30,Batting,Death,17,2,Bowler B,33.27,127.42,1,0,2.0,17.0,1.0,0,0
